"#","Program Title","Agency/Office","Types of Assistance","Date Modified","Date Published"
"20.910","Assistance to small and disadvantaged businesses","Department of Transportation / Office of the Secretary (OST) Administration Secretariate","B - Cooperative Agreements","8/3/2010 10:33","1/1/2007 0:00"
"20.930","Payments for Small Community Air Service Development","Department of Transportation / Office of the Secretary (OST) Administration Secretariate","B - PROJECT GRANTS","8/4/2010 8:03","1/1/2004 0:00"
"20.931","Transportation Planning, Research and Education","Department of Transportation / Research and Innovative Technology Administration","B - PROJECT GRANTS","7/30/2010 7:48","1/1/2006 0:00"
"20.933","Surface Transportation Infrastructure _ Discretionary Grants for Capital Investments II","Department of Transportation","B - Project Grants","4/5/2010 7:13","4/5/2010 7:13"
"21.003","Taxpayer Service","Department of the Treasury / Internal Revenue Service (IRS)","K - ADVISORY SERVICES AND COUNSELING","8/9/2010 8:12","1/1/1969 0:00"
"21.004","Exchange of Federal Tax Information With State Tax Agencies","Department of the Treasury / Internal Revenue Service (IRS)","J - PROVISION OF SPECIALIZED SERVICES","7/30/2009 11:45","1/1/1972 0:00"
"21.006","Tax Counseling for the Elderly","Department of the Treasury / Internal Revenue Service (IRS)","B - PROJECT GRANTS","8/9/2010 8:13","1/1/1980 0:00"
"21.008","Low Income Taxpayer Clinics","Department of the Treasury / Internal Revenue Service (IRS)","B - PROJECT GRANTS","7/23/2009 13:45","1/1/1999 0:00"
"21.009","Volunteer Income Tax Assistance (VITA) Matching Grant Program","Department of the Treasury","B - Project Grants","8/9/2010 8:13","7/30/2009 7:55"
"21.010","Financial Education and Counseling Pilot Program","Department of the Treasury / Community Development Financial Institutions Fund","B - Project Grants","6/7/2010 8:17","9/24/2009 8:18"
"21.011","Capital Magnet Fund","Department of the Treasury / Community Development Financial Institutions Fund","B - Project Grants","6/7/2010 8:18","2/5/2010 8:53"
"21.012","Native Initiatives","Department of the Treasury / Community Development Financial Institutions Fund","B - Project Grants","6/7/2010 8:18","6/7/2010 8:18"
"21.013","Qualifying Therapeutic Discovery Project Credit","Department of the Treasury / Internal Revenue Service (IRS)","B - Project Grants, B - Project Grants (Special)","7/22/2010 7:50","7/22/2010 7:50"
"21.020","Community Development Financial Institutions Program","Department of the Treasury / Community Development Financial Institutions Fund","B - PROJECT GRANTS","6/7/2010 8:18","1/1/1998 0:00"
"21.021","Bank Enterprise Award Program","Department of the Treasury / Community Development Financial Institutions Fund","B - PROJECT GRANTS","6/7/2010 8:19","1/1/1998 0:00"
"23.001","Appalachian Regional Development (See individual Appalachian Programs)","Appalachian Regional Commission","B - PROJECT GRANTS","7/30/2009 11:46","1/1/1969 0:00"
"23.002","Appalachian Area Development","Appalachian Regional Commission","B - PROJECT GRANTS","9/23/2010 7:53","1/1/1970 0:00"
"23.003","Appalachian Development Highway System","Appalachian Regional Commission","B - PROJECT GRANTS","9/23/2010 7:53","1/1/1970 0:00"
"23.009","Appalachian Local Development District Assistance","Appalachian Regional Commission","B - PROJECT GRANTS","7/30/2009 11:46","1/1/1970 0:00"
"23.011","Appalachian Research, Technical Assistance, and Demonstration Projects","Appalachian Regional Commission","B - PROJECT GRANTS","9/23/2010 7:54","1/1/1970 0:00"
"27.001","Federal Civil Service Employment","Office of Personnel Management","O - FEDERAL EMPLOYMENT","10/11/2007 0:00","1/1/1967 0:00"
"27.002","Federal Employment Assistance for Veterans","Office of Personnel Management","O - FEDERAL EMPLOYMENT","9/1/2006 0:00","1/1/1969 0:00"
"27.003","Federal Student Temporary Employment Program","Office of Personnel Management","O - FEDERAL EMPLOYMENT","9/1/2006 0:00","1/1/1967 0:00"
"27.005","Federal Employment for Individuals With Disabilities","Office of Personnel Management","O - FEDERAL EMPLOYMENT","3/28/2008 0:00","1/1/1970 0:00"
"27.006","Federal Summer Employment","Office of Personnel Management","O - FEDERAL EMPLOYMENT","7/8/2005 0:00","1/1/1970 0:00"
"27.011","Intergovernmental Personnel Act (IPA) Mobility Program","Office of Personnel Management","J - PROVISION OF SPECIALIZED SERVICES, K - ADVISORY SERVICES AND COUNSELING","7/8/2005 0:00","1/1/1971 0:00"
"27.013","Presidential Management Intern Program","Office of Personnel Management","J - PROVISION OF SPECIALIZED SERVICES, M - TRAINING, O - FEDERAL EMPLOYMENT","3/28/2008 0:00","1/1/1978 0:00"
"29.001","Clearinghouse Services, Civil Rights Discrimination Complaints","U.S. Commission on Civil Rights","L - DISSEMINATION OF TECHNICAL INFORMATION","9/23/2008 0:00","1/1/1967 0:00"
"30.001","Employment Discrimination_Title VII of the Civil Rights Act of 1964","Equal Employment Opportunity Commission","K - ADVISORY SERVICES AND COUNSELING, N - INVESTIGATION OF COMPLAINTS","8/27/2010 8:05","1/1/1969 0:00"
"30.005","Employment Discrimination_Private Bar Program","Equal Employment Opportunity Commission","J - PROVISION OF SPECIALIZED SERVICES","8/27/2010 8:06","1/1/1978 0:00"
"30.008","Employment Discrimination_Age Discrimination in Employment","Equal Employment Opportunity Commission","K - ADVISORY SERVICES AND COUNSELING, N - INVESTIGATION OF COMPLAINTS","8/27/2010 8:06","1/1/1979 0:00"
"30.010","Employment Discrimination Equal Pay Act","Equal Employment Opportunity Commission","K - ADVISORY SERVICES AND COUNSELING, N - INVESTIGATION OF COMPLAINTS","8/27/2010 8:06","1/1/1979 0:00"
"30.011","Employment Discrimination_Title I of The Americans with Disabilities Act","Equal Employment Opportunity Commission","K - ADVISORY SERVICES AND COUNSELING, N - INVESTIGATION OF COMPLAINTS","8/27/2010 8:07","1/1/1992 0:00"
"31.007","Export - Loan Guarantee/Insured Loans","Export - Import Bank of the United States","E - Direct Loans, F - Guaranteed/Insured Loans","6/30/2009 9:17","6/30/2009 9:17"
"32.001","Communications Information and Assistance and Investigation of Complaints","Federal Communications Commission","L - DISSEMINATION OF TECHNICAL INFORMATION, N - INVESTIGATION OF COMPLAINTS","7/8/2005 0:00","1/1/1969 0:00"
"33.001","Shipping_Dispute Resolution and Investigation of Complaints","Federal Maritime Commission","N - Investigation of Complaints","8/4/2010 8:04","1/1/1969 0:00"
"34.001","Labor Mediation and Conciliation","Federal Mediation and Conciliation Service","J - PROVISION OF SPECIALIZED SERVICES, K - ADVISORY SERVICES AND COUNSELING","9/23/2008 0:00","1/1/1969 0:00"
"34.002","Labor Management Cooperation","Federal Mediation and Conciliation Service","B - Project Grants (Discretionary)","4/15/2010 7:33","7/27/2009 13:18"
"36.001","Fair Competition Counseling and Investigation of Complaints","Federal Trade Commission","K - ADVISORY SERVICES AND COUNSELING, N - INVESTIGATION OF COMPLAINTS","7/14/2008 0:00","1/1/1967 0:00"
"39.002","Disposal of Federal Surplus Real Property","General Services Administration","H - Sale, Exchange, or Donation of Property and Goods","8/18/2010 7:54","1/1/1965 0:00"
"39.003","Donation of Federal Surplus Personal Property","General Services Administration","H - Sale, Exchange, or Donation of Property and Goods","8/23/2010 9:41","1/1/1965 0:00"
"39.007","Sale of Federal Surplus Personal Property","General Services Administration","H - Sale, Exchange, or Donation of Property and Goods","8/23/2010 9:42","1/1/1965 0:00"
"39.012","Public Buildings Service","General Services Administration","J - PROVISION OF SPECIALIZED SERVICES","9/25/2008 0:00","1/1/2008 0:00"
"40.001","Depository Libraries for Government Publications","Government Printing Office","L - DISSEMINATION OF TECHNICAL INFORMATION","9/18/2008 0:00","1/1/1969 0:00"
"40.002","Government Publications Sales and Distribution","Government Printing Office","H - SALE, EXCHANGE, OR DONATION OF PROPERTY OR GOODS, L - DISSEMINATION OF TECHNICAL INFORMATION","9/18/2008 0:00","1/1/1969 0:00"
"42.001","Books for the Blind and Physically Handicapped","Library of Congress","I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT","9/23/2008 0:00","1/1/1965 0:00"
"42.002","Copyright Service","Library of Congress","L - DISSEMINATION OF TECHNICAL INFORMATION","9/23/2008 0:00","1/1/1969 0:00"
"42.008","Semiconductor Chip Protection Service","Library of Congress","L - DISSEMINATION OF TECHNICAL INFORMATION","9/23/2008 0:00","1/1/1971 0:00"
"42.009","Vessel Hull Design Protection Service","Library of Congress","L - DISSEMINATION OF TECHNICAL INFORMATION","9/23/2008 0:00","1/1/2004 0:00"
"43.001","Aerospace Education Services Program","National Aeronautics and Space Administration","L - DISSEMINATION OF TECHNICAL INFORMATION","9/23/2008 0:00","1/1/1969 0:00"
"43.002","Technology Transfer","National Aeronautics and Space Administration","L - DISSEMINATION OF TECHNICAL INFORMATION","9/23/2008 0:00","1/1/1967 0:00"
"43.004","Aeronautics, Recovery Act","National Aeronautics and Space Administration","B - Project Grants (Cooperative Agreements)","10/9/2009 13:34","10/9/2009 13:34"
"43.005","Exploration, Recovery Act","National Aeronautics and Space Administration","B - Project Grants (Cooperative Agreements)","10/9/2009 13:34","10/9/2009 13:34"
"43.006","Science, Recovery Act","National Aeronautics and Space Administration","B - Project Grants (Cooperative Agreements)","10/9/2009 13:34","10/9/2009 13:34"
"44.001","Credit Union Charter, Examination, Supervision, and Insurance","National Credit Union Administration","G - Insurance, J - PROVISION OF SPECIALIZED SERVICES, K - ADVISORY SERVICES AND COUNSELING","7/24/2009 10:28","1/1/1970 0:00"
"44.002","Community Development Revolving Loan Fund Program for Credit Unions","National Credit Union Administration","E - DIRECT LOANS","7/24/2009 10:29","1/1/1987 0:00"
"45.024","Promotion of the Arts_Grants to Organizations and Individuals","National Endowment for the Arts","B - PROJECT GRANTS","8/16/2010 10:05","1/1/1996 0:00"
"45.025","Promotion of the Arts_Partnership Agreements","National Endowment for the Arts","B - PROJECT GRANTS, K - ADVISORY SERVICES AND COUNSELING","8/16/2010 10:05","1/1/1996 0:00"
"45.129","Promotion of the Humanities_Federal/State Partnership","National Endowment for the Humanities","A - FORMULA GRANTS","9/19/2010 20:12","1/1/1977 0:00"
"45.130","Promotion of the Humanities_Challenge Grants","National Endowment for the Humanities","B - PROJECT GRANTS","8/27/2010 8:07","1/1/1977 0:00"
"45.149","Promotion of the Humanities_Division of Preservation and Access","National Endowment for the Humanities","B - PROJECT GRANTS","9/7/2010 19:04","1/1/1980 0:00"
"45.160","Promotion of the Humanities_Fellowships and Stipends","National Endowment for the Humanities","B - PROJECT GRANTS","8/27/2010 8:07","1/1/1996 0:00"
"45.161","Promotion of the Humanities_Research","National Endowment for the Humanities","B - PROJECT GRANTS","9/7/2010 19:05","1/1/1996 0:00"
"45.162","Promotion of the Humanities_Teaching and Learning Resources and Curriculum Development","National Endowment for the Humanities","B - PROJECT GRANTS","9/7/2010 19:05","1/1/1996 0:00"
"45.163","Promotion of the Humanities_Professional Development","National Endowment for the Humanities","B - PROJECT GRANTS","9/19/2010 20:13","1/1/1996 0:00"
"45.164","Promotion of the Humanities_Public Programs","National Endowment for the Humanities","B - PROJECT GRANTS","9/7/2010 19:07","1/1/1996 0:00"
"45.168","Promotion of the Humanities_We the People","National Endowment for the Humanities","B - PROJECT GRANTS","9/7/2010 19:08","1/1/2004 0:00"
"45.169","Promotion of the Humanities_Office of Digital Humanities","National Endowment for the Humanities","B - PROJECT GRANTS","9/19/2010 20:14","1/1/2006 0:00"
"45.201","Arts and Artifacts Indemnity","Federal Council on the Arts and the Humanities","G - INSURANCE","8/16/2010 10:08","1/1/1976 0:00"
"45.301","Museums for America","Institute of Museum and Library Services","B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE","11/14/2008 0:00","1/1/1982 0:00"
"45.302","Museum Assessment Program","Institute of Museum and Library Services","C - DIRECT PAYMENTS FOR A SPECIFIED USE","11/14/2008 0:00","1/1/1998 0:00"
"45.303","Conservation Project Support","Institute of Museum and Library Services","B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE","11/14/2008 0:00","1/1/1998 0:00"
"45.304","Conservation Assessment Program","Institute of Museum and Library Services","C - DIRECT PAYMENTS FOR A SPECIFIED USE","11/14/2008 0:00","1/1/1998 0:00"
"45.307","21st Century Museum Professionals","Institute of Museum and Library Services","B - PROJECT GRANTS","11/14/2008 0:00","1/1/2005 0:00"
"45.308","Native American/Native Hawaiian Museum Services Program","Institute of Museum and Library Services","B - PROJECT GRANTS","11/14/2008 0:00","1/1/2005 0:00"
"45.309","Museum Grants for African American History and Culture","Institute of Museum and Library Services","B - PROJECT GRANTS","11/14/2008 0:00","1/1/2006 0:00"
"45.310","Grants to States","Institute of Museum and Library Services","A - FORMULA GRANTS","11/7/2008 0:00","1/1/1998 0:00"
"45.311","Native American and Native Hawaiian Library Services","Institute of Museum and Library Services","B - PROJECT GRANTS","5/29/2008 0:00","1/1/1998 0:00"
"45.312","National Leadership Grants","Institute of Museum and Library Services","B - PROJECT GRANTS","11/14/2008 0:00","1/1/1998 0:00"
"45.313","Laura Bush 21st Century Librarian Program","Institute of Museum and Library Services","B - PROJECT GRANTS","11/14/2008 0:00","1/1/2003 0:00"
"46.001","Labor-Management Relations","National Labor Relations Board","J - PROVISION OF SPECIALIZED SERVICES, N - INVESTIGATION OF COMPLAINTS","8/27/2010 8:08","1/1/1969 0:00"
"47.041","Engineering Grants","National Science Foundation","B - PROJECT GRANTS","9/18/2008 0:00","1/1/1973 0:00"
